M_Shannon_radius_CN6,A_Shannon_radius_CN6,M_Atomic_electron_scattering_factor_at_0.5,"M_Atomic_environment_number_Villars,_Daams","M_Atomic_number_start_counting_left_top,_left-right_sequence",M_Atomic_weight,M_Boiling_temperature,M_Charge_nuclear_effective_Clementi,M_Compression_modulus,M_Conductivity_thermal,M_Density,M_Distance_from_core_electron_Schubert,M_Distance_from_valence_electron_Schubert,M_Electrochemical_weight_equivalent,M_Electronegativity_Alfred-Rochow,M_Electronegativity_Martynov&Batsanov,M_Electronegativity_Pauling,M_Electronegativity_absolute,M_Energy_cohesive_Brewer,M_Energy_of_ionization_first,M_Energy_of_ionization_second,M_Energy_of_ionization_third,M_Enthalpy_of_atomization,M_Enthalpy_of_melting,M_Enthalpy_of_vaporization,M_Entropy_of_solid,M_Group_number,M_Magnetic_frequency_of_nuclei,M_Magnetic_resonance,M_Mass_attenuation_coefficient_CrKα,M_Mass_attenuation_coefficient_FeKα,M_Mass_attenuation_coefficient_for_CuKα,M_Mass_attenuation_coefficient_for_MoKα,M_Melting_temperature,M_Mendeleev_H_d-t_start_left,M_Mendeleev_H_d-t_start_right,M_Mendeleev_H_t-d_start_left,M_Mendeleev_H_t-d_start_right,M_Mendeleev_Pettifor,M_Mendeleev_Pettifor_regular,M_Mendeleev_chemists_sequence,M_Mendeleev_d-t_start_left,M_Mendeleev_d-t_start_right,M_Mendeleev_t-d_start_left,M_Mendeleev_t-d_start_right,M_Molar_heat_capacity,M_Moment_nuclear_magnetic,M_Nuclear_charge_effective_Slater,M_Oxidation_state_first,"M_Periodic_number_start_counting_bottom_right,_right-left_sequence","M_Periodic_number_start_counting_left_bottom,_left-right_sequence","M_Periodic_number_start_counting_top_right,_right-left_sequence",M_Quantum_number,M_Radii_covalent,M_Radii_metal_Waber,M_Radii_pseudo-potential_Zunger,M_Spectral_lines_n_o,M_Spin_nuclei,M_Thermal_neutron_capture_cross_section,M_Valence_electron_number,"M_Volume_of_atom_Villars,_Daams",A_Atomic_electron_scattering_factor_at_0.5,"A_Atomic_environment_number_Villars,_Daams","A_Atomic_number_start_counting_left_top,_left-right_sequence",A_Atomic_weight,A_Boiling_temperature,A_Charge_nuclear_effective_Clementi,A_Compression_modulus,A_Conductivity_thermal,A_Density,A_Distance_from_core_electron_Schubert,A_Distance_from_valence_electron_Schubert,A_Electrochemical_weight_equivalent,A_Electronegativity_Alfred-Rochow,A_Electronegativity_Martynov&Batsanov,A_Electronegativity_Pauling,A_Electronegativity_absolute,A_Energy_cohesive_Brewer,A_Energy_of_ionization_first,A_Energy_of_ionization_second,A_Energy_of_ionization_third,A_Enthalpy_of_atomization,A_Enthalpy_of_melting,A_Enthalpy_of_vaporization,A_Entropy_of_solid,A_Group_number,A_Magnetic_frequency_of_nuclei,A_Magnetic_resonance,A_Mass_attenuation_coefficient_CrKα,A_Mass_attenuation_coefficient_FeKα,A_Mass_attenuation_coefficient_for_CuKα,A_Mass_attenuation_coefficient_for_MoKα,A_Melting_temperature,A_Mendeleev_H_d-t_start_left,A_Mendeleev_H_d-t_start_right,A_Mendeleev_H_t-d_start_left,A_Mendeleev_H_t-d_start_right,A_Mendeleev_Pettifor,A_Mendeleev_Pettifor_regular,A_Mendeleev_chemists_sequence,A_Mendeleev_d-t_start_left,A_Mendeleev_d-t_start_right,A_Mendeleev_t-d_start_left,A_Mendeleev_t-d_start_right,A_Molar_heat_capacity,A_Moment_nuclear_magnetic,A_Nuclear_charge_effective_Slater,A_Oxidation_state_first,"A_Periodic_number_start_counting_bottom_right,_right-left_sequence","A_Periodic_number_start_counting_left_bottom,_left-right_sequence","A_Periodic_number_start_counting_top_right,_right-left_sequence",A_Quantum_number,A_Radii_covalent,A_Radii_metal_Waber,A_Radii_pseudo-potential_Zunger,A_Spectral_lines_n_o,A_Spin_nuclei,A_Thermal_neutron_capture_cross_section,A_Valence_electron_number,"A_Volume_of_atom_Villars,_Daams",d(M-M),Average bond length (Å),Polyhedral volume (Å^3),Distortion index (bond length),Quadratic elongation,Bond angle variance (deg.^2),Effective coordination number,a,b,c,alpha,beta,gamma,space_group_number,cell_volume,Z,cell_volume/Z
0.4,1.38,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,0.43,14,19,39.098,1032,3.5,0.032,102,862,1.32,4.6,0.40514,0.91,0.8,0.8,2.42,0.93,418.8,3051,4411,89.2,2.39,76.9,64.43485,1,4.667,1.9864,417,266,143,15.8,337,4,101,3,100,10,10,6,4,100,4,100,29.58,0.391,2.2,1,85,68,36,4,2.03,2.376,3.69,87,1.5,2.1,1,7.572,5.58024,1.7007,6.5562,0.00165,1.0003,0.9151,5.9995,5.57546515,5.57546515,9.11639127,90,90,120,186,245.4233045,2,122.7116523
0.605,1.38,1.16,12,22,47.867,3533,4.82,1.051,21.9,4506,0.91,1.81,0.12409,1.32,1.86,1.5,3.45,4.85,658,1310,2653,469.9,14.55,425,30.686,4,5.638,2.4004,571,377,208,24.2,1933,47,59,45,57,51,51,56,48,58,46,56,25.02,0.787,3.15,2,82,71,33,4,1.32,1.462,2.58,568,2.5,6.1,4,1.764,0.43,14,19,39.098,1032,3.5,0.032,102,862,1.32,4.6,0.40514,0.91,0.8,0.8,2.42,0.93,418.8,3051,4411,89.2,2.39,76.9,64.43485,1,4.667,1.9864,417,266,143,15.8,337,4,101,3,100,10,10,6,4,100,4,100,29.58,0.391,2.2,1,85,68,36,4,2.03,2.376,3.69,87,1.5,2.1,1,7.572,4.59016,1.8777,8.8103,0,1.0013,4.4525,6,5.68505658,5.68505658,4.59016253,90,90,120,164,128.4778552,1,128.4778552
0.4,1.38,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,0.43,14,19,39.098,1032,3.5,0.032,102,862,1.32,4.6,0.40514,0.91,0.8,0.8,2.42,0.93,418.8,3051,4411,89.2,2.39,76.9,64.43485,1,4.667,1.9864,417,266,143,15.8,337,4,101,3,100,10,10,6,4,100,4,100,29.58,0.391,2.2,1,85,68,36,4,2.03,2.376,3.69,87,1.5,2.1,1,7.572,5.38096,1.6956,6.4989,0.00094,1.0001,0.4428,5.9998,7.60982376,7.60982376,5.50605173,90,90,90,127,318.8522493,2,159.4261246
0.53,1.02,1.57,4,32,72.61,3103,6.78,0.772,59.9,5323,1.22,1.99,0.18808,2.02,1.99,1.8,4.6,3.85,762.1,1537,3302,376.6,36.8,327.6,31.10792,4,3.488,1.485,235,146,75.6,64.8,1211,79,25,79,25,84,83,80,80,24,80,24,23.222,0.877,5.65,2,72,81,23,4,1.22,1.369,1.56,62,4.5,2.2,4,2.264,0.278,14,11,22.989,1153,2.51,0.068,141,971,1.07,3.73,0.23831,1.01,0.89,0.9,2.85,1.11,495.8,4562,6912,107.3,2.64,101,51.12083,1,26.451,11.2621,95.3,58.6,30.1,3.21,371,5,102,2,99,11,11,7,5,101,3,99,28.24,2.216,2.2,1,93,86,18,3,1.54,1.911,2.65,83,1.5,0.53,1,3.926,7.018635,1.8095,7.88555,0.000135,1.00125,4.45365,6,8.9887706,8.9887706,5.0485031,90,90,120,150,353.2595026,3,117.7531675
0.4,1.02,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,0.278,14,11,22.989,1153,2.51,0.068,141,971,1.07,3.73,0.23831,1.01,0.89,0.9,2.85,1.11,495.8,4562,6912,107.3,2.64,101,51.12083,1,26.451,11.2621,95.3,58.6,30.1,3.21,371,5,102,2,99,11,11,7,5,101,3,99,28.24,2.216,2.2,1,93,86,18,3,1.54,1.911,2.65,83,1.5,0.53,1,3.926,5.025065,1.6985,6.52775,0.00029,1.0006,2.0741,5.99995,8.80263939,8.80263939,4.96761863,90,90,120,150,333.3532553,3,111.1177518
0.69,1.02,2.24,3,50,118.71,2543,9.1,1.11,66.6,5800,1.41,2.3,0.30751,1.72,1.88,1.8,4.3,3.14,708.6,1412,2943,302.1,7.07,290,44.1,4,37.272,15.868,662,451,256,31.1,505,78,24,80,26,83,82,79,79,23,81,25,25.8,-1.041,5.65,2,54,63,41,5,1.4,1.623,1.88,131,0.5,0.63,4,2.705,0.278,14,11,22.989,1153,2.51,0.068,141,971,1.07,3.73,0.23831,1.01,0.89,0.9,2.85,1.11,495.8,4562,6912,107.3,2.64,101,51.12083,1,26.451,11.2621,95.3,58.6,30.1,3.21,371,5,102,2,99,11,11,7,5,101,3,99,28.24,2.216,2.2,1,93,86,18,3,1.54,1.911,2.65,83,1.5,0.53,1,3.926,5.02261,1.9827,10.3451,0.00009,1.003,10.8448,6,5.02261199,5.02261199,10.03062163,90,90,90,136,253.0387926,2,126.5193963
0.605,1.02,1.16,12,22,47.867,3533,4.82,1.051,21.9,4506,0.91,1.81,0.12409,1.32,1.86,1.5,3.45,4.85,658,1310,2653,469.9,14.55,425,30.686,4,5.638,2.4004,571,377,208,24.2,1933,47,59,45,57,51,51,56,48,58,46,56,25.02,0.787,3.15,2,82,71,33,4,1.32,1.462,2.58,568,2.5,6.1,4,1.764,0.278,14,11,22.989,1153,2.51,0.068,141,971,1.07,3.73,0.23831,1.01,0.89,0.9,2.85,1.11,495.8,4562,6912,107.3,2.64,101,51.12083,1,26.451,11.2621,95.3,58.6,30.1,3.21,371,5,102,2,99,11,11,7,5,101,3,99,28.24,2.216,2.2,1,93,86,18,3,1.54,1.911,2.65,83,1.5,0.53,1,3.926,4.995295,1.88005,8.82535,0.000985,1.00265,8.95465,5.9996,9.4269064,9.4269064,4.54788918,90,90,120,164,350.0087449,3,116.6695816
0.69,1.27,2.24,3,50,118.71,2543,9.1,1.11,66.6,5800,1.41,2.3,0.30751,1.72,1.88,1.8,4.3,3.14,708.6,1412,2943,302.1,7.07,290,44.1,4,37.272,15.868,662,451,256,31.1,505,78,24,80,26,83,82,79,79,23,81,25,25.8,-1.041,5.65,2,54,63,41,5,1.4,1.623,1.88,131,0.5,0.63,4,2.705,1.024,14,24,54.2284,1057,3.745,0.0495,96.9,1251.5,1.25,4.315,0.562055,0.95,0.845,0.85,2.595,0.98,449.4,3597,5385.5,94.1,2.42,85,63.702165,1,29.586,12.59705,223.15,139.8,73.55,46.605,341.5,4,101,3,100,10,10,6,4,100,4,100,29.651,1.782,2.2,1,80,68,36,4,1.855,2.2285,3.375,90,2,0.455,1,6.605,5.3348,1.9513,9.8794,0.00333,1.0018,6.2832,5.9967,8.156,13.129,10.958,90,90,90,60,1173.383999,8,146.6729998
0.4,1.2,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,0.354,14,15,31.0435,1092.5,3.005,0.05,121.5,916.5,1.195,4.165,0.321725,0.96,0.845,0.85,2.635,1.02,457.3,3806.5,5661.5,98.25,2.515,88.95,57.77784,1,15.559,6.62425,256.15,162.3,86.55,9.505,354,4.5,101.5,2.5,99.5,10.5,10.5,6.5,4.5,100.5,3.5,99.5,28.91,1.3035,2.2,1,89,77,27,3.5,1.785,2.1435,3.17,85,1.5,1.315,1,5.749,5.38066,1.7177,6.7528,0.00387,1.0005,1.6438,5.9946,9.520804,5.546397,9.899183,90,90,90,62,522.7378289,4,130.6844572
0.69,1.2,2.24,3,50,118.71,2543,9.1,1.11,66.6,5800,1.41,2.3,0.30751,1.72,1.88,1.8,4.3,3.14,708.6,1412,2943,302.1,7.07,290,44.1,4,37.272,15.868,662,451,256,31.1,505,78,24,80,26,83,82,79,79,23,81,25,25.8,-1.041,5.65,2,54,63,41,5,1.4,1.623,1.88,131,0.5,0.63,4,2.705,0.354,14,15,31.0435,1092.5,3.005,0.05,121.5,916.5,1.195,4.165,0.321725,0.96,0.845,0.85,2.635,1.02,457.3,3806.5,5661.5,98.25,2.515,88.95,57.77784,1,15.559,6.62425,256.15,162.3,86.55,9.505,354,4.5,101.5,2.5,99.5,10.5,10.5,6.5,4.5,100.5,3.5,99.5,28.91,1.3035,2.2,1,89,77,27,3.5,1.785,2.1435,3.17,85,1.5,1.315,1,5.749,5.18838,1.9832,10.3572,0.00509,1.0028,9.5831,5.9935,11.70419697,5.97777034,8.08349343,90,90,90,33,565.56163,4,141.3904075
0.53,1.52,1.57,4,32,72.61,3103,6.78,0.772,59.9,5323,1.22,1.99,0.18808,2.02,1.99,1.8,4.6,3.85,762.1,1537,3302,376.6,36.8,327.6,31.10792,4,3.488,1.485,235,146,75.6,64.8,1211,79,25,79,25,84,83,80,80,24,80,24,23.222,0.877,5.65,2,72,81,23,4,1.22,1.369,1.56,62,4.5,2.2,4,2.264,1.77,14,37,85.4678,961,4.98,0.031,52.8,1532,1.43,4.9,0.8858,0.89,0.8,0.8,2.34,0.85,403,2632,3859,80.9,2.2,69,76.2835,1,32.721,13.932,351,221,117,90,312,3,100,4,101,9,9,5,3,99,5,101,31.062,1.348,2.2,1,67,50,54,5,2.17,2.546,4.1,97,2.5,0.38,1,9.284,5.87384,1.8129,7.9383,0.00148,1.0005,1.8117,5.9996,5.81856154,5.81856154,4.74974726,90,90,120,164,139.2619258,1,139.2619258
0.53,1.52,1.57,4,32,72.61,3103,6.78,0.772,59.9,5323,1.22,1.99,0.18808,2.02,1.99,1.8,4.6,3.85,762.1,1537,3302,376.6,36.8,327.6,31.10792,4,3.488,1.485,235,146,75.6,64.8,1211,79,25,79,25,84,83,80,80,24,80,24,23.222,0.877,5.65,2,72,81,23,4,1.22,1.369,1.56,62,4.5,2.2,4,2.264,1.77,14,37,85.4678,961,4.98,0.031,52.8,1532,1.43,4.9,0.8858,0.89,0.8,0.8,2.34,0.85,403,2632,3859,80.9,2.2,69,76.2835,1,32.721,13.932,351,221,117,90,312,3,100,4,101,9,9,5,3,99,5,101,31.062,1.348,2.2,1,67,50,54,5,2.17,2.546,4.1,97,2.5,0.38,1,9.284,4.74975,1.8141,7.9504,0,1.0008,2.7623,6,5.89632816,5.89632816,9.57353483,90,90,120,186,288.2479622,2,144.1239811
0.71,1.52,2.97,12,72,178.49,4850,9.16,1.09,23,13310,0.97,1.88,0.46269,1.23,1.73,1.3,3.8,6.44,675.4,1438,2248,619.2,14.623,570.7,43.56,4,3.12,1.3,430,286,159,91.7,2495,45,57,47,59,50,49,54,46,56,48,58,25.69,0.61,3.15,4,32,35,69,6,1.44,1.58,2.91,151,3.5,104,4,2.241,1.77,14,37,85.4678,961,4.98,0.031,52.8,1532,1.43,4.9,0.8858,0.89,0.8,0.8,2.34,0.85,403,2632,3859,80.9,2.2,69,76.2835,1,32.721,13.932,351,221,117,90,312,3,100,4,101,9,9,5,3,99,5,101,31.062,1.348,2.2,1,67,50,54,5,2.17,2.546,4.1,97,2.5,0.38,1,9.284,4.76819,1.9929,10.5175,0,1.0023,8.0071,6,6.07005386,6.07005386,4.76819267,90,90,120,164,152.1491452,1,152.1491452
0.4,1.52,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,1.77,14,37,85.4678,961,4.98,0.031,52.8,1532,1.43,4.9,0.8858,0.89,0.8,0.8,2.34,0.85,403,2632,3859,80.9,2.2,69,76.2835,1,32.721,13.932,351,221,117,90,312,3,100,4,101,9,9,5,3,99,5,101,31.062,1.348,2.2,1,67,50,54,5,2.17,2.546,4.1,97,2.5,0.38,1,9.284,5.90666,1.7022,6.5759,0,1,0,6,8.35328337,8.35328337,8.35328337,90,90,90,225,582.8699194,4,145.7174798
0.69,1.52,2.24,3,50,118.71,2543,9.1,1.11,66.6,5800,1.41,2.3,0.30751,1.72,1.88,1.8,4.3,3.14,708.6,1412,2943,302.1,7.07,290,44.1,4,37.272,15.868,662,451,256,31.1,505,78,24,80,26,83,82,79,79,23,81,25,25.8,-1.041,5.65,2,54,63,41,5,1.4,1.623,1.88,131,0.5,0.63,4,2.705,1.77,14,37,85.4678,961,4.98,0.031,52.8,1532,1.43,4.9,0.8858,0.89,0.8,0.8,2.34,0.85,403,2632,3859,80.9,2.2,69,76.2835,1,32.721,13.932,351,221,117,90,312,3,100,4,101,9,9,5,3,99,5,101,31.062,1.348,2.2,1,67,50,54,5,2.17,2.546,4.1,97,2.5,0.38,1,9.284,4.7862,1.9831,10.3634,0,1.0022,7.7055,6,6.03077581,6.03077581,4.78619671,90,90,120,164,150.7535486,1,150.7535486
0.605,1.52,1.16,12,22,47.867,3533,4.82,1.051,21.9,4506,0.91,1.81,0.12409,1.32,1.86,1.5,3.45,4.85,658,1310,2653,469.9,14.55,425,30.686,4,5.638,2.4004,571,377,208,24.2,1933,47,59,45,57,51,51,56,48,58,46,56,25.02,0.787,3.15,2,82,71,33,4,1.32,1.462,2.58,568,2.5,6.1,4,1.764,1.77,14,37,85.4678,961,4.98,0.031,52.8,1532,1.43,4.9,0.8858,0.89,0.8,0.8,2.34,0.85,403,2632,3859,80.9,2.2,69,76.2835,1,32.721,13.932,351,221,117,90,312,3,100,4,101,9,9,5,3,99,5,101,31.062,1.348,2.2,1,67,50,54,5,2.17,2.546,4.1,97,2.5,0.38,1,9.284,5.9051,1.8634,8.6107,0,1.0013,4.4336,6,5.9051,5.9051,4.778,90,90,120,164,144.2883577,1,144.2883577
0.72,1.52,1.88,12,40,91.224,3853,6.45,0.833,22.7,6506,0.98,1.96,0.23632,1.22,1.7,1.4,3.64,6.25,660,1267,2218,600,15.6,502,38.89537,4,9.33,3.9578,419,265,145,13.9,2125,46,58,46,58,49,50,55,47,57,47,57,25.36,1.298,3,4,64,53,51,5,1.45,1.602,2.825,134,2.5,0.184,4,2.328,1.77,14,37,85.4678,961,4.98,0.031,52.8,1532,1.43,4.9,0.8858,0.89,0.8,0.8,2.34,0.85,403,2632,3859,80.9,2.2,69,76.2835,1,32.721,13.932,351,221,117,90,312,3,100,4,101,9,9,5,3,99,5,101,31.062,1.348,2.2,1,67,50,54,5,2.17,2.546,4.1,97,2.5,0.38,1,9.284,4.76286,2.0178,10.9069,0,1.0028,9.7867,6,6.110472,6.110472,4.76285719,90,90,120,164,154.00957,1,154.00957
0.4,1.52,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,1.77,14,37,85.4678,961,4.98,0.031,52.8,1532,1.43,4.9,0.8858,0.89,0.8,0.8,2.34,0.85,403,2632,3859,80.9,2.2,69,76.2835,1,32.721,13.932,351,221,117,90,312,3,100,4,101,9,9,5,3,99,5,101,31.062,1.348,2.2,1,67,50,54,5,2.17,2.546,4.1,97,2.5,0.38,1,9.284,5.58115,1.6999,6.5491,0.00065,1,0.1579,5.9999,7.89294496,7.89294496,5.78949022,90,90,90,127,360.6770204,2,180.3385102
0.4,1.62,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,2.196666667,14,49,117.0926,949.1333333,5.9,0.023666667,41.53333333,1759.333333,1.51,5.266666667,1.213473333,0.87,0.78,0.733333333,2.233333333,0.816666667,384.8,2363.333333,3537.666667,77.7,2.126666667,65.6,81.69842667,1,19.65166667,8.367066667,645.6666667,429.6666667,251,57.53333333,305.3333333,2.333333333,99.33333333,4.666666667,101.6666667,8.333333333,8.333333333,4.333333333,2.333333333,98.33333333,5.666666667,101.6666667,31.80066667,2.158666667,2.2,1,55,28.66666667,75.33333333,5.666666667,2.29,2.669333333,4.24,107.6666667,3.166666667,19.46,1,10.814,5.82705,1.7224,6.8125,0.00239,1.0001,0.2871,5.9987,8.240688,8.240688,5.959247,90,90,90,127,404.6861393,2,202.3430697
0.4,0.76,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,0.08,14,3,6.941,1603,1.28,0.116,84.7,531,1.75,3.06,0.07192,0.97,0.9,1,3.01,1.63,520.2,7298,11815,159.4,2.93,135,28.2609,1,38.863,16.5465,1.96,1.25,0.716,0.22,453,6,103,1,98,12,12,8,6,102,2,98,24.77,3.256,1.3,1,101,94,10,2,1.23,1.562,1.61,29,1.5,0.045,1,2.162,4.583725,1.69645,6.50465,0.000165,1.0005,1.8809,6,8.12897973,8.12897973,4.47298446,90,90,120,150,255.9765034,3,85.32550112
0.72,0.76,1.88,12,40,91.224,3853,6.45,0.833,22.7,6506,0.98,1.96,0.23632,1.22,1.7,1.4,3.64,6.25,660,1267,2218,600,15.6,502,38.89537,4,9.33,3.9578,419,265,145,13.9,2125,46,58,46,58,49,50,55,47,57,47,57,25.36,1.298,3,4,64,53,51,5,1.45,1.602,2.825,134,2.5,0.184,4,2.328,0.08,14,3,6.941,1603,1.28,0.116,84.7,531,1.75,3.06,0.07192,0.97,0.9,1,3.01,1.63,520.2,7298,11815,159.4,2.93,135,28.2609,1,38.863,16.5465,1.96,1.25,0.716,0.22,453,6,103,1,98,12,12,8,6,102,2,98,24.77,3.256,1.3,1,101,94,10,2,1.23,1.562,1.61,29,1.5,0.045,1,2.162,4.62948,2.0259,11.0798,0,1.0004,1.5175,6,4.9334022,4.9334022,4.62948023,90,90,120,162,97.5788986,1,97.5788986
0.69,1.18,2.24,3,50,118.71,2543,9.1,1.11,66.6,5800,1.41,2.3,0.30751,1.72,1.88,1.8,4.3,3.14,708.6,1412,2943,302.1,7.07,290,44.1,4,37.272,15.868,662,451,256,31.1,505,78,24,80,26,83,82,79,79,23,81,25,25.8,-1.041,5.65,2,54,63,41,5,1.4,1.623,1.88,131,0.5,0.63,4,2.705,1.8,12,38,87.62,1653,6.07,0.116,49,2540,1.39,2.92,0.45404,0.99,1.13,1,2,1.72,549.5,1064,4207,164.4,8.2,137,52.335,2,4.333,1.8451,373,236,125,95,1043,9,94,10,95,15,16,11,10,93,11,94,26.4,1.089,2.85,2,66,51,53,5,1.92,2.151,3.21,92,4.5,1.2,2,5.632,6.1018,2.3989,18.4071,0,1,0,6,8.6292,8.6292,8.6292,90,90,90,225,642.556919,4,160.6392298
0.72,1,1.88,12,40,91.224,3853,6.45,0.833,22.7,6506,0.98,1.96,0.23632,1.22,1.7,1.4,3.64,6.25,660,1267,2218,600,15.6,502,38.89537,4,9.33,3.9578,419,265,145,13.9,2125,46,58,46,58,49,50,55,47,57,47,57,25.36,1.298,3,4,64,53,51,5,1.45,1.602,2.825,134,2.5,0.184,4,2.328,1.07,12,20,40.078,1757,4.4,0.152,190,1550,1.25,2.7,0.20767,1.04,1.17,1,2.2,1.84,589.8,1145,4912,178.2,8.6,150,41.65866,2,6.728,2.8654,468,299,162,18.3,1111,10,95,9,94,16,17,12,11,94,10,93,25.31,-1.315,2.85,2,84,69,35,4,1.74,1.974,3,163,3.5,0.43,2,4.633,5.99247,2.0076,10.7894,0,1,0,6,8.47463,8.47463,8.47463,90,90,90,225,608.6424489,4,152.1606122
0.71,1,2.97,12,72,178.49,4850,9.16,1.09,23,13310,0.97,1.88,0.46269,1.23,1.73,1.3,3.8,6.44,675.4,1438,2248,619.2,14.623,570.7,43.56,4,3.12,1.3,430,286,159,91.7,2495,45,57,47,59,50,49,54,46,56,48,58,25.69,0.61,3.15,4,32,35,69,6,1.44,1.58,2.91,151,3.5,104,4,2.241,1.07,12,20,40.078,1757,4.4,0.152,190,1550,1.25,2.7,0.20767,1.04,1.17,1,2.2,1.84,589.8,1145,4912,178.2,8.6,150,41.65866,2,6.728,2.8654,468,299,162,18.3,1111,10,95,9,94,16,17,12,11,94,10,93,25.31,-1.315,2.85,2,84,69,35,4,1.74,1.974,3,163,3.5,0.43,2,4.633,5.98198,2.016,10.9242,0,1,0,6,8.4598,8.4598,8.4598,90,90,90,225,605.4527941,4,151.3631985
0.69,1,2.24,3,50,118.71,2543,9.1,1.11,66.6,5800,1.41,2.3,0.30751,1.72,1.88,1.8,4.3,3.14,708.6,1412,2943,302.1,7.07,290,44.1,4,37.272,15.868,662,451,256,31.1,505,78,24,80,26,83,82,79,79,23,81,25,25.8,-1.041,5.65,2,54,63,41,5,1.4,1.623,1.88,131,0.5,0.63,4,2.705,1.07,12,20,40.078,1757,4.4,0.152,190,1550,1.25,2.7,0.20767,1.04,1.17,1,2.2,1.84,589.8,1145,4912,178.2,8.6,150,41.65866,2,6.728,2.8654,468,299,162,18.3,1111,10,95,9,94,16,17,12,11,94,10,93,25.31,-1.315,2.85,2,84,69,35,4,1.74,1.974,3,163,3.5,0.43,2,4.633,5.90017,1.9483,9.8614,0,1,0,6,8.3441,8.3441,8.3441,90,90,90,225,580.9496585,4,145.2374146
0.53,1,1.57,4,32,72.61,3103,6.78,0.772,59.9,5323,1.22,1.99,0.18808,2.02,1.99,1.8,4.6,3.85,762.1,1537,3302,376.6,36.8,327.6,31.10792,4,3.488,1.485,235,146,75.6,64.8,1211,79,25,79,25,84,83,80,80,24,80,24,23.222,0.877,5.65,2,72,81,23,4,1.22,1.369,1.56,62,4.5,2.2,4,2.264,1.07,12,20,40.078,1757,4.4,0.152,190,1550,1.25,2.7,0.20767,1.04,1.17,1,2.2,1.84,589.8,1145,4912,178.2,8.6,150,41.65866,2,6.728,2.8654,468,299,162,18.3,1111,10,95,9,94,16,17,12,11,94,10,93,25.31,-1.315,2.85,2,84,69,35,4,1.74,1.974,3,163,3.5,0.43,2,4.633,5.4507,1.7847,7.5787,0,1,0.1364,6,5.4507,5.4507,13.972,90,90,120,148,359.4957562,3,119.8319187
